% Iron Feed_mean,% Silica Feed_mean,Starch Flow_mean,Amina Flow_mean,Ore Pulp Flow_mean,Ore Pulp pH_mean,Ore Pulp Density_mean,Flotation Column 01 Air Flow_mean,Flotation Column 02 Air Flow_mean,Flotation Column 03 Air Flow_mean,Flotation Column 04 Air Flow_mean,Flotation Column 05 Air Flow_mean,Flotation Column 06 Air Flow_mean,Flotation Column 07 Air Flow_mean,Flotation Column 01 Level_mean,Flotation Column 02 Level_mean,Flotation Column 03 Level_mean,Flotation Column 04 Level_mean,Flotation Column 05 Level_mean,Flotation Column 06 Level_mean,Flotation Column 07 Level_mean,% Iron Concentrate_mean,% Silica Concentrate_mean
1.41967870306945,-1.1884519115541212,-1.6976100404916552,-1.3585204689499473,0.3669705099051813,-0.4016131788361741,-2.123942576279834,-2.4189410854974276,-2.5980652415097443,-2.5268501135832127,-1.5994073645838136,1.6632504948792455,-1.176767382675968,-1.309162006864162,1.6502120270275058,1.4678756029994966,2.179584735267832,0.6911907582465469,0.2716032572045654,0.5340234464594954,0.59432797938123,1.250095524738228,-0.8963604385750203
1.41967870306945,-1.1884519115541212,-0.717669292950104,-2.043875835143432,0.3052791972508459,0.037539088129197866,-2.406368696431774,-2.420373729556363,-2.613064077049842,-2.533970477359287,-1.5994073645838136,1.6632504948792455,-1.178092648048734,-1.306631261796324,2.3622724726122915,1.8604857829811412,2.240590826012653,0.7752610065990955,0.5005624303769319,0.44438301255136886,0.49075258413274336,1.3651204942656563,-0.8343913472702207
1.41967870306945,-1.1884519115541212,-1.3207849311388866,-0.23034400440307054,0.1477014743593432,0.004906498923854892,-0.6650856203977653,-2.4194590240167297,-2.5971990097544966,-2.528738576003786,-1.5994073645838136,1.6632504948792455,-1.1797122961395505,-1.3046744415212532,2.3868398342472297,1.849059790104786,2.311399946427391,0.41556481448714877,0.2812625405063576,0.12041201476006015,0.3628185204523302,1.4270570163189344,-0.9229186205627912
1.41967870306945,-1.1884519115541212,-2.1426765680229645,-1.1617081724700342,0.12192894445262059,0.41978281614507745,-1.976948382131852,-2.421918317974258,-2.595539365563154,-2.524873432342603,-1.5994073645838136,1.6632504948792455,-1.1797372806506772,-1.307814284020529,2.4165302893983673,1.88030163336242,2.327845943210874,0.3279903752292932,0.21845842215384137,0.1609325879946568,0.2957795230358821,1.2235513010011088,-0.976034984538334
1.2564073852531332,-1.1516187611505926,-1.3891174521018177,-2.1045548378601135,0.34940266799728525,0.6336075988662362,-2.422261141521972,-2.423858454733618,-2.5794486821005838,-2.5294015757600765,-1.5994073645838136,1.6632504948792455,-1.1770300821371535,-1.3042673234939481,2.3842302651468152,1.9115434766200576,2.3467558029539886,0.337250360120398,0.2616282968136971,0.1728191449695349,0.30617594550870375,-1.2362134319706508,2.768668675737404
1.2564073852531332,-1.1516187611505926,-1.0250253230884754,-0.9879846436196075,0.25328603268005795,-0.5286037236505234,-1.8567924295605753,-2.4230041608464883,-2.608947841312655,-2.525419410830431,-1.5994073645838136,1.6632504948792455,-1.1782400204549441,-1.3068787339546746,2.3542238351450786,2.055268424577994,2.2389344782457856,0.10136330406238532,0.27654387028042215,0.32486294863544896,0.3086697133344907,1.0288936602623482,-0.6484840733558224
1.2564073852531332,-1.1516187611505926,-1.115380414310388,-0.40214639147251846,0.15950634875540612,-0.20491033123048494,-0.9483772278207608,-2.4231559734141626,-2.599045474383565,-2.5304948007680528,-1.5994073645838136,1.6632504948792455,-1.1791258843168186,-1.305997311841751,2.4173958552406942,2.187424329602077,2.3368962186124107,-1.146041738663744,0.23351688775998128,0.18139290182649312,0.3140629386998156,1.090830182315601,-0.8078331652824491
1.2564073852531332,-1.1516187611505926,-0.8403171608188745,0.014503215289113542,0.2427423913314156,-0.32241684611564675,-0.22969945409434456,-2.4242350265041224,-2.5984182031125247,-2.524575988189644,-1.5994073645838136,1.6632504948792455,-1.1788103190784693,-1.3075225827955839,2.41617476498771,2.1724025793350843,2.3340218133524804,1.7586692714760623,1.6837679286363312,1.0740050080911592,1.3339131274047402,1.1085263314736427,-0.6042204367095371
1.2564073852531332,-1.1516187611505926,-0.7187867769810212,0.07706465800750778,0.31050864316405746,-1.0276594197732987,-0.08563141953223927,-2.4232546864025473,-2.6043540380988985,-2.5308688703026805,-1.5994073645838136,1.6632504948792455,-1.1768316544256048,-1.3082963808464523,2.4149536747347358,2.157380829068107,2.33417893035037,2.149248703062587,2.288848654915026,1.496262909853744,1.6922544702198188,-0.7938097030189037,-0.49798770875845216
1.2564073852531332,-1.1516187611505926,-0.5379156976327883,0.4357843442882085,0.29159615332466826,-0.2468711378867143,0.5114459210329745,-2.4237989135660216,-2.604519472280272,-2.528964466904359,-1.5994073645838136,1.6632504948792455,-1.1784672346684448,-1.3008065043399295,2.413732584481753,2.142359078801113,2.34362344473569,2.1447922969656323,2.3078815123473464,1.495940576842363,1.7476602928590723,0.7546033483122551,-0.5865149820510223
